"COUNTY","COUNTYNAME","CITYNAME","REGION","STATE","COUNTYCODE","IsHotspot","Hotspot","UFOReports","CEs","UFOReports21stCent","RateUFOper100000","RateCEper100000","RateUFO21stCent","Rank","POP1990","POP1960","POPDIF6090","EDUC1960","Ocean","Lake","River","Interstate","Military","Nuclear","LONGITUDE","LATITUDE"
"Elk","Elk","Ridgeway","US","PA","24","0",,"3","1",,"12.0588471742101","4.01961572473672",,,"24878.0","37328.0",,"384.0","0","1","0","0","0","0","78.45","41.25"
"Erie","Erie","Erie","US","PA","25","1","Erie","90","17",,"32.6593412973742","6.16898668950401",,"263","275572.0","250682.0",,"433.0","0","1","0","1","0","0","80.05","42.07"
"Fayette","Fayette","Uniontown","US","PA","26","1","Uniontown","56","23",,"38.5274267118905","15.8237645423836",,"146","145351.0","169340.0",,"302.0","0","1","1","0","0","0","79.44","39.54"
"Forest","Forest","Tionesta","US","PA","27","0",,"0","0",,"0.0","0.0",,,"4802.0","4485.0",,"366.0","0","1","0","0","0","0","79.3","41.31"
"Franklin","Franklin","Chambersburg","US","PA","28","0",,"10","2",,"8.25886589253564","1.65177317850713",,,"121082.0","88172.0",,"337.0","0","0","0","1","1","1","77.4","39.57"
"Fulton","Fulton","McConnellsburg","US","PA","29","0",,"2","0",,"14.45400014454","0.0",,,"13837.0","10597.0",,"261.0","0","0","0","1","0","0","78.0","39.56"
"Greene","Greene","Waynesboro","US","PA","30","0",,"8","2",,"20.2275600505689","5.05689001264223",,,"39550.0","39424.0",,"293.0","0","0","0","1","0","0","80.14","39.54"
"Huntingdon","Huntingdon","Huntingdon","US","PA","31","0",,"7","4",,"15.8500135857259","9.05715062041482",,,"44164.0","39457.0",,"358.0","0","1","0","0","0","0","78.02","40.31"
"Indiana","Indiana","Indiana","US","PA","32","1","Blairsville/Homer City","36","8",,"40.0026668444563","8.88948152099029",,"196","89994.0","75366.0",,"345.0","0","1","0","0","0","0","79.11","40.39"
"Jefferson","Jefferson","Jefferson","US","PA","33","0",,"14","3",,"30.3799665820368","6.50999283900788",,,"46083.0","46792.0",,"360.0","0","0","0","1","0","0","79.06","40.1"
"Juniata","Juniata","Mifflintown","US","PA","34","0",,"2","0",,"9.6969696969697","0.0",,,"20625.0","15874.0",,"305.0","0","0","0","0","0","0","77.24","40.34"
"Lackawanna","Lackawanna","Scranton","US","PA","35","0",,"26","2",,"11.870032277357","0.913079405950539",,,"219039.0","234531.0",,"369.0","0","0","0","1","1","0","75.4","41.25"
"Lancaster","Lancaster","Lancaster","US","PA","36","1",,"59","6",,"13.9538623818061","1.41903685238706",,"504","422822.0","278359.0",,"339.0","0","0","1","1","0","0","76.19","40.01"
"Lawrence","Lawrence","New Castle","US","PA","37","1","Elwood City/New Castle","39","10",,"40.5211645159279","10.3900421835713",,"180","96246.0","112965.0",,"378.0","0","0","0","1","0","0","80.22","41.0"
"Lebanon","Lebanon","Lebanon","US","PA","38","1","Lebanon","34","11",,"29.8916865944577","9.67083978055985",,"213","113744.0","90853.0",,"349.0","0","0","0","1","1","0","76.25","40.21"
"Lehigh","Lehigh","Allentown","US","PA","39","0",,"43","4",,"14.7700340054271","1.37395665166764",,,"291130.0","227536.0",,"374.0","0","0","0","1","0","0","75.3","40.37"
"Luzerne","Luzerne","Wilkes-Barre","US","PA","40","1",,"60","10",,"18.2843769141457","3.04739615235762",,"423","328149.0","346972.0",,"353.0","0","0","0","1","0","0","75.5","41.05"
"Lycoming","Lycoming","Williamsport","US","PA","41","0",,"39","3",,"32.8531715946424","2.52716704574172",,,"118710.0","109367.0",,"405.0","0","0","0","1","0","0","77.03","41.16"
"McKean","McKean","Smethport","US","PA","42","1","Bradford","32","8",,"67.8958647174895","16.9739661793724",,"110","47131.0","54517.0",,"427.0","0","1","0","0","0","0","78.26","41.48"
"Mercer","Mercer","Mercer","US","PA","43","1",,"22","6",,"18.1813674041139","4.95855474657653",,"370","121003.0","127519.0",,"436.0","0","1","0","1","0","0","80.14","41.14"
"Mifflin","Mifflin","Lewistown","US","PA","44","0",,"3","0",,"6.49392817715436","0.0",,,"46197.0","44348.0",,"329.0","0","0","0","0","0","0","77.36","40.37"
"Monroe","Monroe","Stroudsburg","US","PA","45","1","Mount Pocono","30","5",,"31.3450145754318","5.2241690959053",,"287","95709.0","39567.0",,"391.0","0","0","1","1","1","1","75.12","41.0"
"Montgomery","Montgomery","Norristown","US","PA","46","1",,"82","8",,"12.0924155484869","1.17974785838897",,"523","678111.0","516682.0",,"516.0","0","0","1","1","1","1","75.2","40.07"
"Montour","Montour","Danville","US","PA","47","0","Danville","7","1",,"39.4699746264449","5.63856780377784",,,"17735.0","16730.0",,"347.0","0","0","1","1","0","0","76.37","40.58"
"Northampton","Northampton","Easton","US","PA","48","1",,"55","6",,"22.2577446834342","2.42811760182918",,"417","247105.0","201412.0",,"338.0","0","0","0","1","0","0","75.13","40.41"
"Northumberland","Northumberland","Sunbury","US","PA","49","1","Shamokin","55","6",,"56.8352088952269","6.20020460675202",,"181","96771.0","104138.0",,"339.0","0","0","1","1","0","0","76.47","40.52"
"Perry","Perry","New Bloomfield","US","PA","50","0",,"9","1",,"21.859516176042","2.42883513067133",,,"41172.0","26582.0",,"339.0","0","0","1","0","0","0","77.2","40.4"
"Philadelphia","Philadelphia","Philadelphia","US","PA","51","1","Philadelphia","137","12",,"8.64038769482655","0.756822279838822",,"550","1585577.0","2002512.0",,"307.0","0","0","1","1","1","1","75.1","40.0"
"Pike","Pike","Milford","US","PA","52","0",,"8","3",,"28.6061646284774","10.727311735679",,,"27966.0","9158.0",,"387.0","0","1","1","1","0","0","74.48","41.19"
"Potter","Potter","Coudersport","US","PA","53","1","Austin/Coudersport","13","6",,"77.7651492492672","35.8916073458156",,"69","16717.0","16483.0",,"395.0","0","0","0","0","0","0","78.03","41.46"
"Schuylkill","Schuylkill","Pottsville","US","PA","54","1",,"30","6",,"19.6611724612511","3.93223449225022",,"392","152585.0","173027.0",,"313.0","0","0","0","1","0","0","76.13","40.42"
"Snyder","Snyder","Middleburg","US","PA","55","0",,"7","1",,"19.0839694656489","2.72628135223555",,,"36680.0","25922.0",,"302.0","0","0","1","0","0","0","77.03","40.47"
"Somerset","Somerset","Somerset","US","PA","56","1","Meyersdale","23","9",,"29.4049962924135","11.5063028970314",,"199","78218.0","77450.0",,"311.0","0","1","0","1","0","0","79.05","40.02"
"Sullivan","Sullivan","Laporte","US","PA","57","0",,"3","0",,"49.1480996068152","0.0",,,"6104.0","6251.0",,"321.0","0","0","0","0","0","0","76.29","41.25"
"Susquehanna","Susquehanna","Montrose","US","PA","58","0",,"10","2",,"24.7647350173353","4.95294700346706",,,"40380.0","33137.0",,"392.0","0","0","0","1","0","0","75.53","41.49"
"Tioga","Tioga","Wellsboro","US","PA","59","0",,"10","1",,"24.3155181636921","2.43155181636921",,,"41126.0","36614.0",,"415.0","0","0","0","0","0","0","77.18","41.45"
"Union","Union","Lewisburg","US","PA","60","0",,"10","2",,"27.6426360017691","5.52852720035383",,,"36176.0","25646.0",,"402.0","0","0","1","1","0","0","76.55","40.58"
"Venango","Venango","Franklin","US","PA","61","0",,"19","2",,"31.9967666425288","3.36808069921355",,,"59381.0","65295.0",,"385.0","0","0","0","1","0","0","79.49","41.24"
"Warren","Warren","Warren","US","PA","62","0",,"14","2",,"31.0765815760266","4.43951165371809",,,"45050.0","45582.0",,"414.0","0","1","0","0","0","0","79.09","41.52"
"Washington","Washington","Washington","US","PA","63","1",,"25","6",,"12.219919446291","2.93278066710984",,"472","204584.0","217271.0",,"344.0","0","0","0","1","0","0","80.16","40.11"
"Wayne","Wayne","Honesdale","US","PA","64","1","Lake Como","12","9",,"30.0420588824354","22.5315441618266",,"122","39944.0","28237.0",,"361.0","0","1","0","1","0","0","75.15","41.34"
"Westmoreland","Westmoreland","Greensburg","US","PA","65","1","Greensburg","408","124",,"110.174686285682","33.4844634789817",,"55","370321.0","352629.0",,"391.0","0","1","1","1","0","0","79.57","40.28"
"Wyoming","Wyoming","Tunkhannock","US","PA","66","0",,"6","1",,"21.3705656076364","3.56176093460607",,,"28076.0","16813.0",,"401.0","0","0","0","0","0","0","75.46","41.32"
"York","York","York","US","PA","67","1",,"58","13",,"17.0802240454216","3.82832607914622",,"412","339574.0","239336.0",,"330.0","0","0","1","1","0","1","76.44","39.57"
"Bristol","Bristol","Bristol","US","RI","01","0",,"4","2",,"8.18682330788596","4.09341165394298",,,"48859.0","41855.0",,"398.0","1","0","0","1","0","0","71.12","41.41"
"Kent","Kent","East Greenwich","US","RI","02","0",,"22","2",,"13.6531479815062","1.24119527104602",,,"161135.0","128856.0",,"406.0","1","0","0","1","0","0","71.27","41.4"
"Newport","Newport","Newport","US","RI","03","0",,"16","1",,"18.3498864600775","1.14686790375485",,,"87194.0","81700.0",,"425.0","1","0","1","1","1","0","71.19","41.3"
"Providence","Providence","Providence","US","RI","04","1","Providence","44","7",,"7.37920740604089","1.17396481459741",,"549","596270.0","569117.0",,"321.0","1","1","0","1","0","0","71.25","41.5"
"Washington","Washington","West Kingston","US","RI","05","1","Wakefield","70","15",,"63.6328927513045","13.6356198752795",,"125","110006.0","71181.0",,"429.0","1","0","0","1","1","0","71.32","41.3"
"Abbeville","Abbeville","Abbeville","US","SC","01","0",,"0","0",,"0.0","0.0",,,"23862.0","21417.0",,"262.0","0","0","0","0","0","0","82.23","34.1"
"Phillips","Phillips","Holyoke","US","CO","48","0",,"2","0",,"47.744091668656","0.0",,,"4189.0","4440.0","-0.0565","484.0","0","0","0","0","0","0","102.2","40.34"
"Scott","Scott","Waldron","US","AR","64","0",,"0","0",,"0.0","0.0",,,"10205.0","7291.0",,"170.0","0","0","0","0","0","0","94.09","34.54"
"Aiken","Aiken","Aiken","US","SC","02","0",,"15","0",,"12.4028443856458","0.0",,,"120940.0","81038.0",,"355.0","0","0","1","1","1","1","81.44","33.34"
"Allendale","Allendale","Allendale","US","SC","03","0",,"0","0",,"0.0","0.0",,,"11722.0","11362.0",,"264.0","0","0","1","0","0","0","81.19","33.01"
"Anderson","Anderson","Anderson","US","SC","04","1",,"19","8",,"13.0857599382903","5.5097936582275",,"394","145196.0","98478.0",,"259.0","0","1","1","1","0","0","82.39","34.3"
"Bamberg","Bamberg","Bamberg","US","SC","05","0",,"0","0",,"0.0","0.0",,,"16902.0","16274.0",,"258.0","0","0","0","0","0","0","81.02","33.16"
"Barnwell","Barnwell","Barnwell","US","SC","06","0",,"7","0",,"34.494653328734","0.0",,,"20293.0","17659.0",,"290.0","0","0","1","0","1","1","81.21","33.14"
"Beaufort","Beaufort","Beaufort","US","SC","07","0",,"15","4",,"17.3560890945907","4.62829042522418",,,"86425.0","44187.0",,"377.0","1","0","0","0","1","0","80.4","32.26"
"Berkeley","Berkeley","Moncks Corner","US","SC","08","0",,"7","0",,"5.43579548984283","0.0",,,"128776.0","38196.0",,"229.0","0","1","1","1","0","0","80.03","33.12"
"Calhoun","Calhoun","Saint Matthews","US","SC","09","0",,"1","0",,"7.84129224496197","0.0",,,"12753.0","12256.0",,"232.0","0","1","0","1","0","0","80.44","33.4"
"Charleston","Charleston","Charleston","US","SC","10","1","Charleston","70","6",,"23.725676944404","2.03362945237748",,"419","295039.0","216382.0",,"377.0","1","0","1","1","1","1","79.58","32.48"
"Cherokee","Cherokee","Gaffney","US","SC","11","1","Gaffney/Draytonville","34","20",,"76.3941940412529","44.937761200737",,"51","44506.0","33205.0",,"217.0","0","0","0","1","0","0","81.67","35.05"
"Chester","Chester","Chester","US","SC","12","0",,"4","0",,"17.2637030643073","0.0",,,"23170.0","30888.0",,"228.0","0","0","0","1","0","0","81.14","34.43"
"Chesterfield","Chesterfield","Chesterfield","US","SC","13","0",,"0","0",,"0.0","0.0",,,"38577.0","33717.0",,"224.0","0","0","0","0","0","0","80.04","34.44"
"Clarendon","Clarendon","Manning","US","SC","14","0",,"1","1",,"3.51493848857645","3.51493848857645",,,"28450.0","29490.0",,"180.0","0","1","0","1","0","0","80.12","33.42"
"Colleton","Colleton","Walterboro","US","SC","15","0",,"3","0",,"8.72676498821887","0.0",,,"34377.0","27816.0",,"236.0","1","0","1","1","0","0","80.21","32.54"
"Darlington","Darlington","Darlington","US","SC","16","0",,"6","1",,"9.7007324052966","1.6167887342161",,,"61851.0","52928.0",,"268.0","0","1","0","1","0","1","79.53","34.19"
"Dillon","Dillon","Dillon","US","SC","17","0",,"4","0",,"13.7390945936663","0.0",,,"29114.0","30584.0",,"221.0","0","0","0","1","0","0","79.35","34.25"
"Dorchester","Dorchester","Saint George","US","SC","18","0",,"12","2",,"14.4473874307729","2.40789790512882",,,"83060.0","24383.0",,"281.0","0","0","1","1","1","0","80.34","33.12"
"Edgefield","Edgefield","Edgefield","US","SC","19","0",,"0","0",,"0.0","0.0",,,"18375.0","15735.0",,"294.0","0","0","0","0","0","0","81.58","33.49"
"Fairfield","Fairfield","Winnsboro","US","SC","20","0",,"1","1",,"4.48531060775959","4.48531060775959",,,"22295.0","20713.0",,"235.0","0","1","0","1","0","0","81.05","34.22"
"Florence","Florence","Florence","US","SC","21","0",,"11","3",,"9.62009375218638","2.62366193241447",,,"114344.0","84438.0",,"282.0","0","0","0","1","0","0","79.44","34.12"
"Georgetown","Georgetown","Georgetown","US","SC","22","0",,"8","0",,"17.2778713662477","0.0",,,"46302.0","34798.0",,"241.0","1","0","1","0","0","0","79.18","33.23"
"Greenville","Greenville","Greenville","US","SC","23","0",,"42","4",,"13.1181539634004","1.24934799651432",,,"320167.0","209776.0",,"368.0","0","0","0","1","0","0","82.25","34.52"
"Greenwood","Greenwood","Greenwood","US","SC","24","0",,"4","0",,"6.71512750348347","0.0",,,"59567.0","44346.0",,"296.0","0","1","0","0","0","0","82.1","34.11"
"Hampton","Hampton","Hampton","US","SC","25","0",,"0","0",,"0.0","0.0",,,"18191.0","17425.0",,"243.0","0","0","1","1","0","0","81.06","32.52"
"Horry","Horry","Conway","US","SC","26","0","Conway/Myrtle Beach","67","2",,"46.5106592712404","1.38837788869374",,,"144053.0","68247.0",,"296.0","1","0","1","0","1","0","79.04","33.51"
"Jasper","Jasper","Ridgeland","US","SC","27","0",,"2","0",,"12.9140569509912","0.0",,,"15487.0","12237.0",,"187.0","1","0","1","1","0","0","80.59","32.2"
"Kershaw","Kershaw","Camden","US","SC","28","0",,"0","0",,"0.0","0.0",,,"43599.0","33585.0",,"279.0","0","1","0","1","0","0","80.36","34.16"
"Lancaster","Lancaster","Lancaster","US","SC","29","0",,"2","0",,"3.66864773644435","0.0",,,"54516.0","39352.0",,"256.0","0","0","0","0","0","0","80.47","34.43"
"Laurens","Laurens","Laurens","US","SC","30","0",,"3","2",,"5.16422226812642","3.44281484541761",,,"58092.0","47609.0",,"244.0","0","1","0","1","0","0","82.01","34.29"
"Lee","Lee","Bishopville","US","SC","31","0",,"1","1",,"5.42387590171937","5.42387590171937",,,"18437.0","21832.0",,"211.0","0","0","0","1","0","0","80.15","34.13"
"Lexington","Lexington","Lexington","US","SC","32","0",,"7","2",,"4.17633687526475","1.1932391072185",,,"167611.0","60726.0",,"324.0","0","1","0","1","0","0","81.14","33.57"
"McCormick","Mccormick","McCormick","US","SC","33","0",,"0","0",,"0.0","0.0",,,"8868.0","8629.0",,"224.0","0","1","0","0","0","0","82.19","33.55"
"Marion","Marion","Marion","US","SC","34","0",,"1","0",,"2.94993952623971","0.0",,,"33899.0","32014.0",,"253.0","0","0","1","0","0","0","79.23","34.11"
"Marlboro","Marlboro","Bennettsville","US","SC","35","0",,"1","0",,"3.40587854637104","0.0",,,"29361.0","28529.0",,"225.0","0","0","0","0","0","0","79.4","34.36"
"Newberry","Newberry","Newberry","US","SC","36","0",,"2","0",,"6.02918123718799","0.0",,,"33172.0","29416.0",,"246.0","0","0","1","1","0","0","81.39","34.17"
"Oconee","Oconee","Walhalla","US","SC","37","0",,"7","1",,"12.1751834974084","1.7393119282012",,,"57494.0","46204.0",,"221.0","0","1","0","1","0","1","83.05","34.46"
"Orangeburg","Orangeburg","Orangeburg","US","SC","38","0",,"9","1",,"10.6128320932043","1.17920356591158",,,"84803.0","68559.0",,"280.0","0","1","0","1","0","0","80.53","33.28"
"Pickens","Pickens","Pickens","US","SC","39","1",,"15","6",,"15.9754616908429","6.39018467633715",,"343","93894.0","46030.0",,"281.0","0","1","0","0","0","0","82.42","34.53"
"Richland","Richland","Columbia","US","SC","40","1",,"27","5",,"9.44981100377992","1.74996500069999",,"526","285720.0","200102.0",,"437.0","0","1","1","1","1","0","81.0","34.0"
"Saluda","Saluda","Saluda","US","SC","41","0",,"1","0",,"6.10687022900763","0.0",,,"16375.0","14554.0",,"251.0","0","0","1","0","0","0","81.47","34.0"
"Spartanburg","Spartanburg","Spartanburg","US","SC","42","1",,"16","5",,"7.05467372134039","2.20458553791887",,"531","226800.0","156830.0",,"280.0","0","0","0","1","1","0","81.57","34.56"
"Sumter","Sumter","Sumter","US","SC","43","0",,"14","3",,"13.6403051531124","2.92292253280981",,,"102637.0","74941.0",,"351.0","0","1","0","1","1","0","80.22","33.54"
"Union","Union","Union","US","SC","44","0",,"0","0",,"0.0","0.0",,,"30337.0","30015.0",,"233.0","0","0","0","0","0","0","81.37","43.42"
"Williamsburg","Williamsburg","Kingstree","US","SC","45","0",,"0","0",,"0.0","0.0",,,"36815.0","40932.0",,"205.0","0","0","1","0","0","0","79.5","33.4"
"York","York","York","US","SC","46","0",,"19","3",,"14.4489988364754","2.28142086891716",,,"131497.0","78760.0",,"289.0","0","1","0","1","0","1","81.14","34.59"
"Aurora","Aurora","Plankinton","US","SD","01","0",,"1","0",,"31.8979266347687","0.0",,,"3135.0","4749.0",,"357.0","0","0","0","1","0","0","98.39","43.42"
"Beadle","Beadle","Huron","US","SD","02","0",,"2","0",,"10.9571029419821","0.0",,,"18253.0","21682.0",,"464.0","0","0","0","0","0","0","98.12","44.22"
"Bennett","Bennett","Martin","US","SD","03","0",,"3","2",,"93.5745477230193","62.38",,,"3206.0","3053.0",,"376.0","0","0","0","0","0","0","101.44","43.1"
"Bon Homme","Bon Homme","Tyndall","US","SD","04","0",,"0","0",,"0.0","0.0",,,"7089.0","9229.0",,"333.0","0","0","1","0","0","0","97.51","42.59"
"Brookings","Brookings","Brookings","US","SD","05","0",,"0","0",,"0.0","0.0",,,"25207.0","20046.0",,"495.0","0","0","0","1","0","0","96.47","44.19"
"Brown","Brown","Aberdeen","US","SD","06","0",,"4","0",,"11.2422709387296","0.0",,,"35580.0","34106.0",,"487.0","0","1","0","0","0","0","98.3","45.28"
"Brule","Brule","Chamberlain","US","SD","07","0",,"1","1",,"18.2315405651778","18.2315405651778",,,"5485.0","6319.0",,"420.0","0","1","0","1","0","0","99.18","43.49"
"Buffalo","Buffalo","Gannvalley","US","SD","08","0",,"2","0",,"113.700966458215","0.0",,,"1759.0","1547.0",,"309.0","0","0","1","0","0","0","98.59","44.01"
"Butte","Butte","Belle Fourche","US","SD","09","0",,"1","0",,"12.6358352287086","0.0",,,"7914.0","8592.0",,"455.0","0","1","0","0","0","0","103.5","44.4"
"Campbell","Campbell","Mound City","US","SD","10","0",,"0","0",,"0.0","0.0",,,"1965.0","3531.0",,"276.0","0","1","0","0","0","0","100.03","45.44"
"Charles Mix","Charles Mix","Lake Andes","US","SD","11","0",,"0","0",,"0.0","0.0",,,"9131.0","11785.0",,"365.0","0","1","0","0","0","0","98.31","43.09"
"Clark","Clark","Clark","US","SD","12","0",,"2","0",,"45.4235748353395","0.0",,,"4403.0","7134.0",,"376.0","0","0","0","0","0","0","97.44","44.53"
"Clay","Clay","Vermillion","US","SD","13","0","Vermillion","10","3",,"75.8380100106173","22.7514030031852",,,"13186.0","10810.0",,"551.0","0","0","1","1","0","0","96.92","42.8"
"Codington","Codington","Watertown","US","SD","14","0",,"1","0",,"4.40567450876729","0.0",,,"22698.0","20220.0",,"428.0","0","1","0","1","0","0","97.08","44.54"
"Corson","Corson","McIntosh","US","SD","15","1","McIntosh","10","5",,"238.379022646007","119.189511323004",,"12","4195.0","5798.0",,"288.0","0","0","1","0","0","0","101.38","45.91"
"Custer","Custer","Custer","US","SD","16","0",,"3","0",,"48.5515455575336","0.0",,,"6179.0","4906.0",,"428.0","0","0","0","0","0","0","103.36","43.46"
"Davison","Davison","Mitchell","US","SD","17","0",,"7","1",,"39.9931440324516","5.71330629035023",,,"17503.0","16681.0",,"465.0","0","0","0","1","0","0","98.01","43.4"
"Day","Day","Webster","US","SD","18","0",,"3","2",,"42.9922613929493","28.6615075952995",,,"6978.0","10516.0",,"342.0","0","1","0","0","0","0","97.31","45.19"
"Deuel","Deuel","Clear Lake","US","SD","19","0",,"0","0",,"0.0","0.0",,,"4522.0","6782.0",,"343.0","0","0","0","1","0","0","96.4","44.44"
"Dewey","Dewey","Timber Lake","US","SD","20","0",,"2","1",,"36.2122035125837","18.1061017562919",,,"5523.0","5257.0",,"354.0","0","1","0","0","0","0","101.06","45.25"
"Douglas","Douglas","Armour","US","SD","21","0",,"0","0",,"0.0","0.0",,,"3746.0","5113.0",,"250.0","0","0","0","0","0","0","98.2","43.19"
"Edmunds","Edmunds","Ipswich","US","SD","22","0",,"0","0",,"0.0","0.0",,,"4356.0","6079.0",,"288.0","0","0","0","0","0","0","99.01","45.26"
"Fall River","Fall River","Hot Springs","US","SD","23","0",,"4","0",,"54.3995648034816","0.0",,,"7353.0","10688.0",,"409.0","0","1","0","0","0","0","103.29","43.26"
"Faulk","Faulk","Faulkton","US","SD","24","0",,"1","0",,"36.4431486880466","0.0",,,"2744.0","4397.0",,"421.0","0","0","0","0","0","0","99.08","45.03"
"Grant","Grant","Milbank","US","SD","25","0","Milbank","6","4",,"71.6674629718108","47.7783086478739",,,"8372.0","9913.0",,"339.0","0","1","0","1","0","0","96.63","45.23"
"Gregory","Gregory","Burke","US","SD","26","0",,"0","0",,"0.0","0.0",,,"5359.0","7399.0",,"310.0","0","1","0","0","0","0","99.17","43.1"
"Haakon","Haakon","Philip","US","SD","27","0",,"0","0",,"0.0","0.0",,,"2624.0","3303.0",,"404.0","0","0","0","0","0","0","101.4","44.02"
"Hamlin","Hamlin","Hayti","US","SD","28","0",,"0","0",,"0.0","0.0",,,"4974.0","6303.0",,"311.0","0","1","0","1","0","0","97.22","44.4"
"Hand","Hand","Miller","US","SD","29","0",,"0","0",,"0.0","0.0",,,"4272.0","6712.0",,"381.0","0","0","0","0","0","0","98.58","44.31"
"Hanson","Hanson","Alexandria","US","SD","30","0",,"0","0",,"0.0","0.0",,,"2994.0","4584.0",,"360.0","0","0","0","1","0","0","97.46","43.39"
"Harding","Harding","Buffalo","US","SD","31","0",,"1","0",,"59.9161174355902","0.0",,,"1669.0","2371.0",,"358.0","0","0","0","0","0","0","103.35","45.25"
"Hughes","Hughes","Pierre","US","SD","32","0","Pierre","5","2",,"33.7450226091651","13.4980090436661",,,"14817.0","12725.0",,"555.0","0","1","1","0","0","0","100.2","44.23"
"Hutchinson","Hutchinson","Olivet","US","SD","33","0",,"1","0",,"12.1036068748487","0.0",,,"8262.0","11085.0",,"276.0","0","0","0","0","0","0","97.4","43.14"
"Hyde","Hyde","Highmore","US","SD","34","0",,"0","0",,"0.0","0.0",,,"1696.0","2602.0",,"371.0","0","0","0","0","0","0","99.26","44.31"
"Jackson","Jackson","Kadoka","US","SD","35","0",,"2","0",,"71.1490572749911","0.0",,,"2811.0","1985.0",,"431.0","0","0","0","1","0","0","101.3","43.5"
"Jerauld","Jerauld","Wessington Springs","US","SD","36","0",,"1","0",,"41.2371134020619","0.0",,,"2425.0","4048.0",,"418.0","0","0","0","0","0","0","98.35","44.06"
"Jones","Jones","Murdo","US","SD","37","0",,"1","0",,"75.5287009063444","0.0",,,"1324.0","2066.0",,"428.0","0","0","0","1","0","0","100.42","43.54"
"Kingsbury","Kingsbury","De Smet","US","SD","38","0",,"1","0",,"16.8776371308017","0.0",,,"5925.0","9227.0",,"386.0","0","1","0","0","0","0","97.34","44.25"
"Lake","Lake","Madison","US","SD","39","0",,"2","0",,"18.957345971564","0.0",,,"10550.0","11764.0",,"441.0","0","1","0","0","0","0","97.08","44.01"
"Lawrence","Lawrence","Deadwood","US","SD","40","0",,"9","1",,"43.5729847494553","4.84144274993948",,,"20655.0","17075.0",,"476.0","0","0","0","1","0","0","103.42","44.24"
"Lincoln","Lincoln","Canton","US","SD","41","0",,"4","1",,"25.9285667984702","6.48214169961755",,,"15427.0","12371.0",,"371.0","0","0","1","1","0","0","96.34","43.18"
"Lyman","Lyman","Kennebec","US","SD","42","0",,"1","0",,"27.4876305662452","0.0",,,"3638.0","4428.0",,"379.0","0","1","0","1","0","0","99.51","43.53"
"McCook","McCook","Salem","US","SD","43","0",,"0","0",,"0.0","0.0",,,"5688.0","8268.0",,"372.0","0","0","0","1","0","0","97.25","43.45"
"McPherson","McPherson","Leola","US","SD","44","0",,"2","0",,"61.9578686493185","0.0",,,"3228.0","5821.0",,"212.0","0","0","0","0","0","0","98.56","45.43"
"Marshall","Marshall","Britten","US","SD","45","0",,"1","1",,"20.6440957886045","20.6440957886045",,,"4844.0","6663.0",,"315.0","0","0","0","0","0","0","97.43","45.48"
"Meade","Meade","Sturgis","US","SD","46","0",,"6","0",,"27.4248103117287","0.0",,,"21878.0","12044.0",,"418.0","0","0","0","1","1","1","103.31","44.27"
"Mellette","Mellette","White River","US","SD","47","0",,"0","0",,"0.0","0.0",,,"2137.0","2664.0",,"279.0","0","0","0","0","0","0","100.45","43.34"
"Miner","Miner","Howard","US","SD","48","0",,"2","1",,"61.1246943765281","30.5623471882641",,,"3272.0","5398.0",,"400.0","0","0","0","0","0","0","97.31","44.02"
"Minnehaha","Minnehaha","Sioux Falls","US","SD","49","0",,"23","3",,"18.5770016719302","2.42308717459958",,,"123809.0","86575.0",,"501.0","0","0","1","0","0","0","96.42","43.34"
"Moody","Moody","Flandreau","US","SD","50","0",,"1","0",,"15.3680651605963","0.0",,,"6507.0","8810.0",,"417.0","0","0","0","1","0","0","96.36","44.04"
"Pennington","Pennington","Rapid City","US","SD","51","0","Rapid City/Ellsworth AFB","40","2",,"49.1744833605842","2.45872416802921",,,"81343.0","58195.0",,"558.0","0","0","0","1","1","1","103.14","44.06"
"Perkins","Perkins","Bison","US","SD","52","0",,"2","1",,"50.8646998982706","25.4323499491353",,,"3932.0","5977.0",,"390.0","0","1","0","0","0","0","102.27","45.31"
"Potter","Potter","Gettysburg","US","SD","53","0",,"1","0",,"31.3479623824451","0.0",,,"3190.0","4926.0",,"357.0","0","1","0","0","0","0","99.58","45.0"
"Roberts","Roberts","Sisseton","US","SD","54","0",,"4","0",,"40.3469840629413","0.0",,,"9914.0","13190.0",,"394.0","0","1","0","0","0","0","97.03","45.39"
"Sanborn","Sanborn","Woonsocket","US","SD","55","0",,"2","0",,"70.5965407695023","0.0",,,"2833.0","4641.0",,"413.0","0","0","0","0","0","0","98.16","44.04"
"Shannon","Shannon","Hot Springs","US","SD","56","0",,"1","0",,"10.0989699050697","0.0",,,"9902.0","6000.0",,"223.0","0","0","0","0","0","0","102.5","43.4"
"Spink","Spink","Redfield","US","SD","57","0",,"0","0",,"0.0","0.0",,,"7981.0","11706.0",,"400.0","0","0","0","0","0","0","98.31","44.51"
"Sully","Sully","Onida","US","SD","59","0",,"1","0",,"62.9326620516048","0.0",,,"1589.0","2607.0",,"461.0","0","1","1","0","0","0","100.14","44.43"
"Todd","Todd","Winner","US","SD","60","0",,"1","1",,"11.9731800766284","11.9731800766284",,,"8352.0","4661.0",,"296.0","0","0","0","0","0","0","100.7","43.2"
"Tripp","Tripp","Winner","US","SD","61","0",,"0","0",,"0.0","0.0",,,"6924.0","8761.0",,"404.0","0","0","0","0","0","0","99.51","43.22"
